Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images,CITY,X,Y
8/13/2021 2:30,Morongo Valley,CA,USA,Sphere,Milliseconds,"From the north east to south west I spotted a faint dot of white, very small, shoot in a straight line across the sky the object left n",8/16/2021,,Morongo Valley,-116.57868,34.04881
5/28/2021 21:20,Morongo Valley,CA,USA,Formation,30 seconds,String of lights all in line equally spaced heading south east . It looked exactly like a string of dim white Christmas lights going a,7/31/2021,,Morongo Valley,-116.57868,34.04881
9/18/2016 20:48,Morongo valley,CA,USA,Unknown,2 seconds,Probably meteor fire behind.,9/22/2016,,Morongo Valley,-116.57868,34.04881
8/14/2014 22:30,Morongo Valley,CA,USA,Light,30 minutes,Looked like a star-middle of the day-hovering to the north- about 10 o clock- 10 -15 mins- then dropped to 9 oclock-back to ten o clo,8/22/2014,,Morongo Valley,-116.57868,34.04881
12/30/2011 20:00,Morongo Valley,CA,USA,Fireball,1 seconds,A big bright ball of fire traveling at low altitude in the mid-evening.,5/13/2012,,Morongo Valley,-116.57868,34.04881
5/25/2009 13:30,Morongo Valley,CA,USA,Disk,10 mins,Hovering disk ascending.,2/14/2010,,Morongo valley,-116.57868,34.04881
11/17/2008 18:42,Morongo Valley,CA,USA,Light,4 secs,Fast flying Object,1/10/2009,,Morongo Valley,-116.57868,34.04881
11/16/2008 23:35,Morongo Valley,CA,USA,Light,10 minutes,"Blueish/White light seen in Morongo Valley, CA.",3/19/2009,,Morongo Valley,-116.57868,34.04881
2/16/2004 19:30,Morongo Valley,CA,USA,Fireball,30 Seconds,"Fireball, then lights or flame went out and there was 3 red dots, with blue lights in middle.",3/2/2004,,Morongo Valley,-116.57868,34.04881
7/2/2021 15:00,Morro Bay,CA,USA,Sphere,3 minutes,Bright shiny metallic sphere moving slowly for 1 minute and stopping suspended for 2 min,8/16/2021,,Morro Bay,-120.84669,35.36692
12/31/2020 19:00,Morro Bay,CA,USA,Other,2-3 mins,Morro bay orbs New Years Eve2020,1/19/2021,,Morro Bay,-120.84669,35.36692
1/13/2020 19:00,Morro Bay,CA,USA,Formation,15 minutes,"String of 20 lights in formation west to east over north San Luis Obis county CA. ((""Starlink"" satellites??))",2/7/2020,,Morro Bay,-120.84669,35.36692
1/13/2020 19:00,Morro Bay,CA,USA,Formation,15 minutes,String of 20 lights in formation west to east over north San Luis Obis county CA.,2/7/2020,,Morro Bay,-120.84669,35.36692
3/29/2016 20:30,Morro Bay,CA,USA,Unknown,3 minutes,Unusually bright aircraft-like light that suddenly dimmed.,4/1/2016,,Morro Bay,-120.84669,35.36692
9/14/2013 19:02,Morro Bay,CA,USA,Fireball,20 seconds,"No noise, larger than golf ball sized,approximately 1100 to 2200 feet elevation, bright orange, light emmitting in the shape of badmit",9/30/2013,,Morro Bay,-120.84669,35.36692
5/22/2008 1:00,Morro Bay,CA,USA,Sphere,4 minutes,Bright orange sphere.,7/5/2008,,Morro Bay,-120.84669,35.36692
1/7/2003 21:20,Morro Bay,CA,USA,Sphere,2 minutes,A round orb with flashing lights near Highway 1 coming into Morro Bay.,3/11/2003,,Morro Bay,-120.84669,35.36692
11/21/2000 17:30,Morro Bay,CA,USA,Light,30+ minutes,A stationary white bright light north of Morro Bay gradually dimmed and disappeared,12/2/2000,,Morro Bay,-120.84669,35.36692
8/12/1968 17:00,Morro Bay,CA,USA,Light,15 minutes,Five lighted craft in formation investigating Morro Bay electric generating plant. Six witnesses.,1/5/2011,,Morro Bay,-120.84669,35.36692
8/1/1964 21:00,Morro Bay,CA,USA,Triangle,,"Around July or August of 1964, I was in Morro Bay for summer vacation ( I was a teenager at this time). At about 9PM, was out on the b",4/2/1999,,Morro Bay,-120.84669,35.36692
1/1/2018 14:46,Moss Beach,CA,USA,Fireball,1 minute,Green Light in Sky at Moss Beach.,1/12/2018,,Moss Beach,-122.51421,37.5286
6/11/2003 23:59,Moss Beach,CA,USA,Disk,5-10 min,3 objets approched us and somehow my car was mysteriously fixed.,7/16/2003,,Moss Beach,-122.51421,37.5286
11/23/2006 16:00,Moss Landing,CA,USA,Oval,20 min,"oval white light in sky just offshore of Moss Landing, CA",12/14/2006,,Moss Landing,-121.78439,36.79213
1/1/2010 0:10,Mount Helix Park,CA,USA,Circle,20 minutes,3 Red Beacons in Triangular Shape above Mount Helix at Midnight of NYE 2010.,2/14/2010,,Mount Helix Park,80.81386,6.98613
7/1/2016 22:15,Mount Laguna,CA,USA,Cigar,10-15 minutes,Pulsating cigar-shape object going across the sky.,8/2/2016,,Mount Laguna,-116.4205,32.86416
6/6/1951 2:00,Mount Pinos (beyond ski area parking),CA,USA,Disk,2 hours,"2 ufos seen over mt pinos, people in sleeping bags gone in morning, airline pilots on ground see objects also",10/8/2007,,Mount Pinos,24.54884,41.15927
12/5/2020 17:30,Mount Shasta,CA,USA,Light,1-2 minutes,"20+ star-like, spread out objects moving in unison",12/23/2020,,Mount Shasta,-122.31256,41.31307
7/19/2019 11:22,Mount Shasta,CA,USA,Chevron,~8 seconds,"heading south on CA hwy 5, a V shaped glowing object with tail, appeared to fall into the top of Mt Shasta. 3/4 moon, clear night sky.",7/25/2019,,Mount Shasta,-122.31256,41.31307
7/19/2019 11:22,Mount Shasta,CA,USA,Chevron,~8 seconds,"heading south on CA hwy 5, a V shaped lt green, glowing object with tail, fell into the top of Mt Shasta. 3/4 moon, clear night sky.",7/25/2019,,Mount Shasta,-122.31256,41.31307
4/25/2019 20:00,Mount Shasta,CA,USA,Light,15 seconds,"Multi-colored light witnessed on Castle Lake Mount Shasta, CA. ((anonymous report))",5/9/2019,,Mount Shasta,-122.31256,41.31307
7/25/2017 1:36,Mount Shasta,CA,USA,Light,approximately 30 secs,"A glowing ball of light appeared to lift up off of the mountain and then faded away, smaller orb reappeared in forest near Red Fir",10/8/2022,,Mount Shasta,-122.31256,41.31307
3/16/2016 14:00,Mount Shasta,CA,USA,Cigar,>5 minutes,"3rd sighting of a tube/cigar shaped craft flying South to North, the 1st being stationary over Mt. Shasta City.",4/22/2016,,Mount Shasta,-122.31256,41.31307
7/17/2015 17:00,Mount Shasta,CA,USA,Circle,4 hours,"Red lights flashing at one sec intervals on Mount Shasta, forms a circular or disc shape, located in the mountain area, below Bunny Fla",7/23/2015,,Mount Shasta,-122.31256,41.31307
9/15/2014 15:00,Mount Shasta,CA,USA,Cigar,5 minutes,"Cigar shaped craft going North to South over Mount Shasta, California 9/2014",11/26/2014,,Mount Shasta,-122.31256,41.31307
12/7/2011 7:23,Mount Shasta,CA,USA,Circle,5 mins,Please help i dont wanna go to jail but i wanna show what i found,1/12/2012,,Mount Shasta,-122.31256,41.31307
8/3/2011 21:00,Mount Shasta,CA,USA,Unknown,We were there about an ho,"Lights on Black Butte in Mt. Shasta, CA in an area not accessible to humans or animals in symmetrical lines.",8/7/2011,,Mount Shasta,-122.31256,41.31307
12/3/2006 22:15,Mount Shasta,CA,USA,Oval,2-4 hours,"Pulsating, rotating lights at approx 40-50deg. angle, ESE of Mt. Shasta, at least 2-4 hrs. ((NUFORC Note:Possibly Sirius? PD))",12/7/2006,,Mount Shasta,-122.31256,41.31307
9/23/2006 0:05,Mount Shasta,CA,USA,Light,split second,A light over Mt Shasta that went within itself.,4/27/2007,,Mount Shasta,-122.31256,41.31307
8/31/2006 21:30,Mount Shasta,CA,USA,Triangle,5 seconds,"low flying, dark, large car sized triangle with rectangle dim lights",10/30/2006,,Mount Shasta,-122.31256,41.31307
5/24/2000,Mount Shasta,CA,USA,Teardrop,,UFO / strange object caught on web-camera,6/6/2000,,Mount Shasta,-122.31256,41.31307
9/9/1999 22:00,Mount Shasta,CA,USA,,5 hours,"multiple anomalious lights,white flashes,orange fireball, wt/rd lights on side of Mt. Shasta moving and signiling",10/2/1999,,Mount Shasta,-122.31256,41.31307
2/10/1996 17:00,Mount Shasta,CA,USA,Fireball,10 seconds,"Driving on the road which ascends Mt. Shasta, first mile in. Object seen above and to front of car.",11/19/1998,,Mount Shasta,-122.31256,41.31307
12/1/1995 21:00,Mount Shasta,CA,USA,,,"Comm. pilot repts. witnessing multiple peculiar flashes of light from N of Mt. Shasta to Eugene, OR. Bursts moved N w/ aircraft.",11/2/1999,,Mount Shasta,-122.31256,41.31307
6/30/1965 14:00,Mount Shasta,CA,USA,Cigar,30 minutes +,"Metallic cigar shaped object, windowless, soundless, motionless, unlighted, daytime/clear blue sky sighting over old Drive-in movie the",1/28/1999,,Mount Shasta,-122.31256,41.31307
9/10/2002 16:30,Mount Shasta (near),CA,USA,Light,5 minutes,Mount Shasta light phenomena observed in brightly lit meadow in broad daylight for 5 minutes,9/19/2002,,Mount Shasta,-122.31256,41.31307
8/24/2003 22:00,Mount Shasta (on),CA,USA,Light,2X about 10 seconds,Two occurrences of lights appearing to play leapfrog on eastern slope of Mt. Shasta,9/4/2003,,Mount Shasta,-122.31256,41.31307
9/13/2005 12:00,Mount Shasta (time lapse camera),CA,USA,,,http://www.zeitcam.com/webcam/mtshasta Monday 12pm sept 13 2005,9/15/2005,,Mount Shasta,-122.31256,41.31307
6/3/1999 22:10,Mount Shasta City,CA,USA,Light,30min..?,While walking dog along RR tracks my brother and I witnessed five fast moving craft in the eastern sky. Several of the craft headed for,6/23/1999,,Mount Shasta City,-122.31225,41.31024
10/26/2017 20:00,Mount Washington,CA,USA,Unknown,2 seconds,"Bright light flashes across sky from NW to SE, lights up entire sky, causes power surge in surrounding area. ((anonymous report))",11/3/2017,,Mount Washington,-85.53626,38.04226
6/6/2002 12:05,Mount Whitney,CA,USA,Formation,12:05 - 12:35,strange light formation in sky above mount whitney in broad daylight!,7/1/2002,,Mount Whitney,-97.32183,31.95188
9/9/1979 22:00,Mount Wilson Observatory (Los Angeles),CA,USA,Sphere,10 seconds,"i was ""called"" to visit a ufo on mount wilson while i lived in Glendale,California. As i rounded the last large curve on red box roa",5/24/2005,,Mount Wilson Observatory,28.08044,-26.18113
3/9/2022 11:15,Mountain Center,CA,USA,Triangle,3 seconds,Daytime sighting of black craft,4/22/2022,,Mountain Center,-116.72458,33.70372
6/27/2009 20:50,Mountain Center,CA,USA,Light,3 minute,Orange Light Disappears Above Me,8/5/2009,,Mountain Center,-116.72458,33.70372
11/24/2007 5:22,Mountain House,CA,USA,Circle,1 minute,Red Ball of Fire,11/28/2007,,Mountain House,-121.53204,37.7719
8/30/2009 4:30,Mountain Ranch,CA,USA,Light,1.5 hours,"Huge bright light swooped through trees, 2 smaller lights interacted with larger one, as sun came up it asended up and out.",12/12/2009,,Mountain Ranch,-120.54192,38.22861
1/20/2005 2:30,Mountain Ranch,CA,USA,Triangle,45 minutes,Triangular object w/o the bottom. Red then Green then Yellow white flashing. Hanged in the sky.((NUFORC Note: Possibly Venus. PD)),1/27/2005,,Mountain Ranch,-120.54192,38.22861
12/18/2018 16:35,Mountain View,CA,USA,Light,5-7 minutes,Light near moon slowly move away from it,1/4/2019,,Mountain View,-122.08157,37.38971
10/13/2015 20:00,Mountain View,CA,USA,Light,2-3 hours,Formation over Mountain View CA,10/29/2015,,Mountain View,-122.08157,37.38971
1/7/2012 19:30,Mountain View,CA,USA,Chevron,10 sec,Chevron shaped craft near Moffett Field Airbase,1/12/2012,,Mountain View,-122.08157,37.38971
6/20/2011 22:00,Mountain View,CA,USA,Light,10 minutes,White Light Moving Object Seen over Mountain View/Sunnyvale CA area,6/27/2011,,Mountain View,-122.08157,37.38971
5/10/2009 22:30,Mountain View,CA,USA,Formation,2-3 seconds,"two swept wing objects, in erratic formation, flying very, very fast at night, lit up very strangely",5/12/2009,,Mountain View,-122.08157,37.38971
2/17/2009 23:50,Mountain View,CA,USA,Disk,5 minutes,Slow moving disk emitting beams.,3/19/2009,,Mountain View,-122.08157,37.38971
6/7/2008 21:00,Mountain View,CA,USA,Triangle,6 minutes,Mysterious triangular objects over Mountain View,7/5/2008,,Mountain View,-122.08157,37.38971
10/6/2007 21:00,Mountain View,CA,USA,Light,25 seconds,Three strange groups of erratically moving orange points of light move north over the califonia sky.,11/28/2007,,Mountain View,-122.08157,37.38971
6/19/2007 22:35,Mountain View,CA,USA,Formation,1 minute,Two bright moving lights in formation vanish at terminator line ((NUFORC Note: Space Shuttle w/ ISS?? PD)),8/7/2007,,Mountain View,-122.08157,37.38971
11/3/2005 17:00,Mountain View,CA,USA,Other,90 seconds,Huge irregular craft slowly moving from west to east over the San Francisco Bay Area. ((NUFORC Note: Student report. PD)),11/8/2005,,Mountain View,-122.08157,37.38971
6/28/2003 4:45,Mountain View,CA,USA,Unknown,1/4 second or so,I was walking home from a friend's house at around 4:30 AM after a night of playing board games. By the time I was about a 1/4 of a bl,7/16/2003,,Mountain View,-122.08157,37.38971
2/1/2003 22:30,Mountain View,CA,USA,Changing,30 seconds,flock like formation of faint stars movind across the sky. started off strong and wound up fadding off. There where 35 to 40 faint st,3/11/2003,,Mountain View,-122.08157,37.38971
3/18/2002 22:00,Mountain View,CA,USA,Flash,1.5 secs,"very sharp, very bright, intense green light - moved like a meteor",3/19/2002,,Mountain View,-122.08157,37.38971
9/12/2001 3:45,Mountain View,CA,USA,Light,3-4 seconds,"Observed a bright red object (Looking South) traveling diagonally from right to left at about 45 degrees, leaving a faint red trail. D",10/12/2001,,Mountain View,-122.08157,37.38971
5/4/2001 22:48,Mountain View,CA,USA,Fireball,1-2 sec,"Luminous white/green ball of light with tail over San Francisco Bay Area going N-S at 22:48 PST May 4 ,01",8/5/2001,,Mountain View,-122.08157,37.38971
9/17/2000 21:40,Mountain View,CA,USA,Fireball,2 seconds,website doesn't appear.,10/15/2002,,Mountain View,-122.08157,37.38971
2/2/1999 6:00,Mountain View,CA,USA,Light,5 sec,"Bringing to attention - AP Story: A small meteor streaked across the Western sky this morning, prompting people from San Francisco to L",2/16/1999,,Mountain View,-122.08157,37.38971
3/30/1998 22:00,Mountain View,CA,USA,other,2 minutes,"This is just a short note regarding any sightings that you may receive for the above mentioned ""UFO"". The sighting may have been seen",1/28/1999,,Mountain View,-122.08157,37.38971
3/16/1997 18:48,Mountain View,CA,USA,sphere,2 minutes,While travelling eastbound on Moffet Blvd at 6:48p.m. I observed what I first thought to be a plane. The object was spherical in shape,1/28/1999,,Mountain View,-122.08157,37.38971
12/20/1971 16:00,Mountainview,CA,USA,Triangle,10 minutes,"Particially hidden, behind cloud, hovering craft with large observation window clearly visable",12/3/2004,,Mountainview,-122.08385,37.38605
7/18/1982 15:30,Mountian View,CA,USA,Cylinder,15 seconds,"Matelic cylindrical object sighted from Navy P3 Orion from above, houvering near Lookeed instalation.",1/22/2004,,Mountian View,-122.08157,37.38971
5/28/2021 21:20,Mt. Baldy,CA,USA,Light,5min,"There was a line of lights, approximately ten, not like a comet streaking across the sky but individual dots in a line that disappeared",7/31/2021,,Mt. Baldy,-117.65876,34.23648
8/12/2015 0:45,Mt. Laguna,CA,USA,Oval,1 hour,I was viewing the Perseid Meteor Shower on the evening of 08/12/15 between the hours of 2200 (08/11/15) to 0130 (08/12/15). My location,9/29/2015,,Mt. Laguna,-116.4205,32.86416
1/29/2008 14:00,Mt. Laguna,CA,USA,Circle,10 seconds,it was in one picture and not the other frame,2/14/2008,,Mt. Laguna,-116.4205,32.86416
8/24/2003 0:20,Mt. Laguna,CA,USA,Light,5:00 m,"they where blue lights very high in the sky, may have even been in space!",8/28/2003,,Mt. Laguna,-116.4205,32.86416
7/23/2001 22:08,Mt. Laguna,CA,USA,Triangle,1 minute,Black triangluar craft seen near Mt. Laguna Air Force Station.,8/5/2001,,Mt. Laguna,-116.4205,32.86416
7/10/2004 22:00,Mt. Lassen,CA,USA,Light,one minute,Sinlge white light with varying course and speed heading west to east over Mt. Lassen,7/25/2004,,Mt. Lassen,-120.52411,40.29656
2/1/1982 22:00,Mt. Palomar,CA,USA,Unknown,Five minutes,"High altitude light moving E-W, stops, loiters, makes a 90 degree turn, and accellerates at lightening speed out of the atmosph",10/8/2007,,Mt. Palomar,-116.87912,33.32226
3/29/1995 23:54,Mt. Ranch,CA,USA,,,"Man sees bizarre, solid light pass directly overhead.",11/2/1999,,Mt. Ranch,-120.54192,38.22861
7/28/2014 14:30,Mt. Shasta,CA,USA,Oval,15 seconds,"Ufo sighting Mt. Shasta, CA.",8/1/2014,,Mt. Shasta,-122.31256,41.31307
6/22/2013 3:30,Mt. Shasta,CA,USA,Sphere,3 seconds,6-22-13 approximately 3:30 am Looking southward (from the north) at Mount Shasta A big round white light appeared to enter our atmosp,7/3/2013,,Mt. Shasta,-122.31256,41.31307
2/16/2015 22:30,Mt. Shasta (above),CA,USA,Unknown,1 minute,White lights hovering and then dimming in sequence,2/20/2015,,Mt. Shasta,-122.31256,41.31307
10/11/2019 22:00,Mt. Shasta (near),CA,USA,Other,10 minutes,"String of lights at low altitude moving about 50 mph, 8000’ altitude north to south. Sound of small prop engine faintly.",12/19/2019,,Mt. Shasta,-122.31256,41.31307
6/1/1995 23:00,Murphuys,CA,USA,Unknown,10 min,What did I see?,6/12/2007,,Murphuys,-120.46514,38.13771
1/22/1980 2:00,Murphy/Arnold,CA,USA,Sphere,45 Minutes,Tracked by a UFO,12/12/2011,,"Murphy, Arnold",-1.125946385,53.00239112
8/27/2005 5:30,Murphys,CA,USA,Light,1 minute,"From my rear deck I noticed a fairly large light, similar to a landing light on a large aircraft, traveling rather slowly from the Nort",10/11/2005,,Murphys,-120.46514,38.13771
10/14/2002 19:05,Murphys,CA,USA,Changing,1minute,Meteor like object moving slowly eventually breaking apart leaving a blue streak. ((Vandenberg rocket launch. PD)),10/15/2002,,Murphys,-120.46514,38.13771
8/6/2022 3:00,Murrieta,CA,USA,Circle,Almost two hours,Blue circle moving in different directions.,9/9/2022,,Murrieta,-117.21179,33.55843
10/14/2021 19:38,Murrieta,CA,USA,Chevron,1 minutes,V Shaped Craft,10/19/2021,,Murrieta,-117.21179,33.55843
4/16/2020 20:00,Murrieta,CA,USA,Light,20 minutes,For the course of 30 minutes we witnessed what we thought was just a satellite moving across the night sky ((Starlink satellites?)),6/25/2020,,Murrieta,-117.21179,33.55843
10/18/2019 20:00,Murrieta,CA,USA,Formation,5 minutes,I was driving my children home from dinner and my son pointed at something in the sky that looked like a large floating city. I pulled,12/1/2019,,Murrieta,-117.21179,33.55843
12/22/2017 17:32,Murrieta,CA,USA,Oval,8 minutes,Saw some type of tractor beam pulling another craft into another one; strange looking cloud. ((NUFORC Note: Missile launch. PD)),1/12/2018,,Murrieta,-117.21179,33.55843
6/13/2017 21:00,Murrieta,CA,USA,Sphere,2 minutes,"Disappearing white light over Temecula, CA.",6/15/2017,,Murrieta,-117.21179,33.55843
8/24/2016 12:20,Murrieta,CA,USA,Rectangle,1:30,"3 rectangular UFO's, white, black, and grey.",9/9/2016,,Murrieta,-117.21179,33.55843
7/11/2016 21:05,Murrieta,CA,USA,,5-10 seconds,"Bright silver blue glow on horizon south of Temecula, CA. ((anonymous report))",7/15/2016,,Murrieta,-117.21179,33.55843
11/7/2015 19:00,Murrieta,CA,USA,Light,10 minutes,Two white flashes with a green line from a moving white object. ((NUFORC Note: U. S. Navy missile launch. PD)),11/19/2015,,Murrieta,-117.21179,33.55843
8/25/2014 22:00,Murrieta,CA,USA,Light,1+ hour,Gold lights over Riverside County.,8/29/2014,,Murrieta,-117.21179,33.55843
8/15/2014 14:00,Murrieta,CA,USA,Sphere,3 minutes,Large chrome sphere moving quickly in the sky.,5/14/2019,,Murrieta,-117.21179,33.55843
8/1/2014 0:00,Murrieta,CA,USA,Unknown,,"Reflection light, change direction, looks like golden light, took picture looked different from what I saw.",8/8/2014,,Murrieta,-117.21179,33.55843
6/10/2014 0:50,Murrieta,CA,USA,Light,~45 seconds,A light ball was seen shooting away from the local military base.,6/13/2014,,Murrieta,-117.21179,33.55843
6/5/2012 9:00,Murrieta,CA,USA,Cylinder,5 minutes,Saw a silver cigar shaped object flying virtically in Murrieta Ca skies this morning.,6/14/2012,,Murrieta,-117.21179,33.55843
1/6/2011 21:40,Murrieta,CA,USA,Fireball,3 minutes,I saw 3 falling balls of fire that turned into three bright white triangle lights.((NUFORC Note: Suspected parachute jumpers. PD)),1/31/2011,,Murrieta,-117.21179,33.55843
1/6/2011 21:35,Murrieta,CA,USA,Fireball,5 minutes,Fireball splits into 3 balls and hovers ((NUFORC Note: Suspected parachute jumpers. PD)),1/31/2011,,Murrieta,-117.21179,33.55843
1/6/2011 19:30,Murrieta,CA,USA,Triangle,3 to 4 minutes,Object with 3 very bright lights that made no sound in a triangle shape ((NUFORC Note: Suspected parachute jumpers. PD)),1/31/2011,,Murrieta,-117.21179,33.55843
1/1/2011 7:25,Murrieta,CA,USA,Triangle,1 minute,"bright white lights, triangle ufo flying towards the coast over murrieta, california",1/31/2011,,Murrieta,-117.21179,33.55843
12/6/2009 1:00,Murrieta,CA,USA,Disk,,My friend and I were driving down the street I looked to the right and I said that's a funny airplane. So my friend turned around and w,12/12/2009,,Murrieta,-117.21179,33.55843
10/17/2009 0:00,Murrieta,CA,USA,Circle,,fast moving cirlce with colored lights,12/12/2009,,Murrieta,-117.21179,33.55843
3/13/2009 19:35,Murrieta,CA,USA,Circle,1 minute,"A small, flaming- looking object that moved strangely.",3/19/2009,,Murrieta,-117.21179,33.55843
9/5/2008 23:10,Murrieta,CA,USA,Light,10 mins,"extremely rapiding blinking red light meets with other, then both go back from original spotted location.",10/31/2008,,Murrieta,-117.21179,33.55843
5/26/2008 8:50,Murrieta,CA,USA,Disk,20 minutes,Flashing disc of red blue and white lights over Murrieta/Temecula that left with a comet looking flash,6/12/2008,,Murrieta,-117.21179,33.55843
2/22/2008 18:30,Murrieta,CA,USA,Triangle,Five minutes,"Triangled shaped craft in Murrieta, CA",3/4/2008,,Murrieta,-117.21179,33.55843
12/1/2007 22:00,Murrieta,CA,USA,Cigar,3 or 4 seconds,IT WAS FASTER THEN ANYTHING I HAVE EVER SEEN AND AS BRIGHT AS A FULL MOON,3/4/2008,,Murrieta,-117.21179,33.55843
6/14/2006 21:30,Murrieta,CA,USA,Triangle,20 SEC,"The UFO was the shape of a triangle, and each corner of the triangle was a dotted circle. The light coming off of it was white.",7/16/2006,,Murrieta,-117.21179,33.55843
5/21/2006 22:30,Murrieta,CA,USA,Unknown,3 hours,"Moon like object moving abnormally, unlike any aircraft, location not reasonable for it to be a spotlight",7/16/2006,,Murrieta,-117.21179,33.55843
4/30/2005 21:47,Murrieta,CA,USA,Circle,1 minute,ORANGE UFO.,5/11/2005,,Murrieta,-117.21179,33.55843
3/23/2005 20:00,Murrieta,CA,USA,Triangle,2 minutes,Triangular shaped craft with 3 red lights and smaller blue lights.,9/2/2005,,Murrieta,-117.21179,33.55843
9/15/2004 11:00,Murrieta,CA,USA,Triangle,3:00 minutes,Dim Luminous Large Triangle / Grouped Lights,5/15/2006,,Murrieta,-117.21179,33.55843
9/5/2004 19:30,Murrieta,CA,USA,Other,2 minutes,Flying Spider,9/9/2004,,Murrieta,-117.21179,33.55843
4/15/2004 17:00,Murrieta,CA,USA,Unknown,5 minutes at least,I saw a distant light while going somewhere.,10/27/2004,,Murrieta,-117.21179,33.55843
7/4/2002 21:20,Murrieta,CA,USA,Light,3 minutes,"Erraticly wandering star-like object travels from north to south at a consistent, slow pace",7/26/2002,,Murrieta,-117.21179,33.55843
1/2/2000 19:33,Murrieta,CA,USA,Fireball,3 seconds,"From intersection of Las Alamos and Hancock, looking east I witnessed a single whitish object break into 3 or 4 pieces across the sky",1/22/2000,,Murrieta,-117.21179,33.55843
12/20/1999 20:00,Murrieta,CA,USA,Light,7 min,group of red/orange objects over plateau followed car down road,5/24/2005,,Murrieta,-117.21179,33.55843
1/28/2007 18:30,Murrieta/Temecula,CA,USA,Light,15 minutes,Pulsating light in Murrieta with jet contrail intercepting,2/1/2007,,"Murrieta, Temecula",-117.16247,33.50299
1/6/2011 20:30,Murrieta/Wildomar,CA,USA,Triangle,1 minute,"three giant yellow lights, in a triangle form, hovering. ((NUFORC Note: Suspected parachute jumpers. PD))",1/31/2011,,"Murrieta, Wildomar",-117.26237,33.61236
2/15/2015 12:00,Murrietta,CA,USA,Sphere,unknown,Objects are attracted to model rocket launch(es) and were captured by video.,4/1/2016,,Murrietta,-117.21392,33.55391
5/15/2021 6:54,My Baldy Inland Empire,CA,USA,Other,At least 3 weeks,((HOAX??)) Sending cloud coverage photos from last month had to recover from phone from previous report. Qi sucking qualities may be,7/31/2021,,My Baldy Inland Empire,-117.65876,34.23648
8/14/2020 2:00,Myers Flat,CA,USA,Sphere,10 minutes,"Went outside to answer a call from my mother, looked up and saw a white orb shaped craft, about the size of the moon moving in a zip za",8/20/2020,,Myers Flat,144.1945,-36.68931
8/7/2015 17:30,N. Hollywood,CA,USA,Other,10 minutes,Blurry object moving within a cloud formation,8/13/2015,,N. Hollywood,-118.37899,34.16982
12/31/2009 10:30,N. Hollywood,CA,USA,Cigar,60-70 seconds,something exploding over Universal Studios in many shining pieces,2/14/2010,,N. Hollywood,-118.37899,34.16982
1/27/2009 3:30,N. Hollywood,CA,USA,Cone,10 minutes,"Bright orange light with some kind of object on top, moving slowly across the sky with no sound at all.",3/19/2009,,N. Hollywood,-118.37899,34.16982
11/29/2022 23:45,Napa,CA,USA,Triangle,30 seconds,Triangular craft with three white lights on corners of the object.,12/22/2022,,Napa,-122.28541,38.29911
9/16/2022 21:46,Napa,CA,USA,Light,45 seconds,IFO sighting SF Bay area,10/8/2022,,Napa,-122.28541,38.29911
8/3/2022 21:40,Napa,CA,USA,Circle,40 sec,Two crafts flying low to ground about car size zoomed above our heads making no sound but displacing a lot of air.,9/9/2022,,Napa,-122.28541,38.29911
2/5/2021 20:00,Napa,CA,USA,Light,20 minutes,Red light separates into two.,7/31/2021,,Napa,-122.28541,38.29911
4/17/2020 8:00,Napa,CA,USA,Unknown,15 minutes,a moving star looked like a satellite except there were others following there were 30 total. ((Starlink satellites?)),6/25/2020,,Napa,-122.28541,38.29911
1/25/2018 2:30,Napa,CA,USA,Cigar,1 hour,"Observed 1 craft at first hovering above market on old Sonoma Rd. Cover large distances quickly, then hover. ((anonymous report))",1/25/2018,,Napa,-122.28541,38.29911
9/14/2017 23:30,Napa,CA,USA,Egg,5 seconds,"2 egg-shaped aircraft travelling in formation at hypersonic speed east of Napa, CA, south to north towards Travis AFB.",9/21/2017,,Napa,-122.28541,38.29911
4/23/2017 0:50,Napa,CA,USA,Sphere,1 minute,"Large reddish orange light that dropped many more lights out of it, and some smaller same colored lights shot out the top.",4/28/2017,,Napa,-122.28541,38.29911
4/18/2016 22:11,Napa,CA,USA,Triangle,4 seconds,Multiple satellites in one group moving south to north across California.,4/22/2016,,Napa,-122.28541,38.29911
12/22/2015 18:05,Napa,CA,USA,Fireball,1 minute,"Meteor, maybe?? ((NUFORC Note: Re-entering space debris. PD))",1/5/2016,,Napa,-122.28541,38.29911
11/7/2015 18:05,Napa,CA,USA,Changing,7 minutes,White and green light. Changing directions and shape. ((NUFORC Note: U. S. Navy missile launch. PD)),11/19/2015,,Napa,-122.28541,38.29911
11/7/2015 18:00,Napa,CA,USA,Unknown,4 minutes,Beam of light that left behind a vapor cloud then flew vertically into the sky. ((NUFORC Note: US Navy missile launch. PD)),11/19/2015,,Napa,-122.28541,38.29911
5/18/2015 21:15,Napa,CA,USA,Circle,5 minutes,Large round object with orange light.,5/22/2015,,Napa,-122.28541,38.29911
4/5/2014 12:09,Napa,CA,USA,Cylinder,6 seconds,"Cylinder shaped craft with conicle nose and whiteish with no wings visible and no contrail or sound ,traveling mach 1- 2.",4/11/2014,,Napa,-122.28541,38.29911
3/4/2014 21:40,Napa,CA,USA,Unknown,60 seconds,"Large flying object in the dark sky 3 mi east of Napa, CA appeared to be dark and had 4-6 red flashing lights, no other lights observed",3/18/2014,,Napa,-122.28541,38.29911
